,Type,Type_M,Instance,Time,Event_tag,Participant,Age,Gender,Musicianship,Fan_status,Seat_Zone,KM,AWE,Moved,Clap Count,ICI Median,Average Rate,ICI STD,ICI quartiles,Relative first clap,Relative last clap,Initial 8s ICI Median,Initial 8s ICI quartiles,Music_Exp
254,Music,Music,4,1610.6,Beethoven,ADQ025,65.0,Woman,Music-loving nonmusician,7.0,1.0,3.8,4.0,4.0,114,0.3200000000000003,187.79342723004714,0.015002109556299908,0.022500000000000853,2.3400000000000003,-1.5200000000000031,0.2999999999999998,0.019999999999999796,1
255,Music,Music,4,1610.6,Beethoven,ADQ026,60.0,Woman,Music-loving nonmusician,7.0,5.0,1.1,4.5,0.0,108,0.33999999999999986,178.88799355358606,0.01100301193997348,0.010000000000001563,0.56,-0.3999999999999986,0.3399999999999999,0.03500000000000031,1
256,Music,Music,4,1610.6,Beethoven,ADQ027,,Man,Music-loving nonmusician,6.0,1.0,3.1,3.0,5.0,117,0.33999999999999986,170.7818930041154,0.08213271657829296,0.010000000000001785,0.1,0.0,0.3200000000000002,0.040000000000000535,1
257,Music,Music,4,1610.6,Beethoven,ADQ028,70.0,Man,Music-loving nonmusician,1.0,1.0,1.2,4.0,0.0,88,0.33999999999999986,167.9197994987468,0.12942275208099585,0.034999999999999254,1.8599999999999999,-7.759999999999998,0.3200000000000003,0.020000000000000018,1
258,Music,Music,4,1610.6,Beethoven,ADQ029,,Woman,Music-loving nonmusician,7.0,1.0,3.8,5.0,5.0,109,0.3200000000000003,184.24242424242425,0.012995950786383504,0.009999999999999787,0.62,-0.03999999999999915,0.32000000000000006,0.029999999999999583,1
259,Music,Music,4,1610.6,Beethoven,ADQ030,62.0,Woman,Nonmusician,7.0,2.0,1.9,3.0,2.0,121,0.3200000000000003,198.60627177700343,0.0361594907587183,0.07250000000000006,1.6800000000000002,-3.259999999999998,0.2599999999999998,0.02000000000000035,0
260,Music,Music,4,1610.6,Beethoven,ADQ031,21.0,Woman,Professional musician,7.0,6.0,3.3,4.0,6.0,98,0.3000000000000007,177.75752051048323,0.12667664012692362,0.05000000000000249,0.0,-9.36,0.28,0.039999999999999813,5
261,Music,Music,4,1610.6,Beethoven,ADQ032,,Man,Music-loving nonmusician,6.0,1.0,1.6,3.5,3.0,100,0.3200000000000003,185.0692892266428,0.007554857631205813,0.009999999999999787,1.1600000000000001,-7.68,0.31999999999999984,0.03999999999999965,1
262,Music,Music,4,1610.6,Beethoven,ADQ033,,Woman,Music-loving nonmusician,7.0,2.0,5.1,5.83333333333333,5.0,88,0.3000000000000007,186.63946965833728,0.05552285011818003,0.02999999999999936,4.02,-2.1400000000000006,0.2999999999999998,0.02000000000000135,1
263,Music,Music,4,1610.6,Beethoven,ADQ034,66.0,Woman,Nonmusician,3.0,1.0,1.3,3.66666666666667,1.0,80,0.47000000000000064,123.46338856226612,0.11256880633007653,0.0799999999999983,1.2600000000000002,-0.28000000000000114,0.4600000000000002,0.05500000000000005,0
264,Music,Music,4,1610.6,Beethoven,ADQ035,22.0,Man,Professional musician,6.0,6.0,1.6,3.0,4.0,59,0.5399999999999991,112.03319502074696,0.04500099560826085,0.05999999999999961,1.06,-9.480000000000004,0.5599999999999998,0.025000000000000355,5
265,Music,Music,4,1610.6,Beethoven,ADQ036,,Woman,Music-loving nonmusician,5.0,1.0,2.9,4.0,3.0,104,0.3299999999999983,175.8076634109692,0.10798459455252242,0.019999999999999574,1.04,-3.3800000000000026,0.30000000000000016,0.035000000000000364,1
266,Music,Music,4,1610.6,Beethoven,ADQ037,65.0,Woman,Music-loving nonmusician,5.0,4.0,3.8,5.0,5.0,116,0.31999999999999984,187.64845605700694,0.07386707888106377,0.019999999999999574,1.04,-2.0799999999999983,0.31999999999999984,0.020000000000000462,1
267,Music,Music,4,1610.6,Beethoven,ADQ038,58.0,Choose Not to Identify,Amateur musician,4.0,5.0,1.9,4.5,2.0,113,0.33999999999999986,176.2761659933894,0.023943168471522128,0.020000000000003126,1.2600000000000002,-2.299999999999997,0.3400000000000003,0.03000000000000025,2
268,Music,Music,4,1610.6,Beethoven,ADQ039,53.0,Woman,Serious amateur musician,7.0,3.0,0.6,2.66666666666667,0.0,37,0.3350000000000004,184.1794569067296,0.0506890975988392,0.07250000000000112,4.739999999999999,-25.54,0.3200000000000003,0.1200000000000001,3
269,Music,Music,4,1610.6,Beethoven,ADQ040,,Woman,Amateur musician,7.0,1.0,3.7,4.33333333333333,5.0,100,0.33999999999999986,160.86350974930357,0.12208781282193769,0.060000000000001386,0.16,-0.6000000000000014,0.28000000000000025,0.020000000000000018,2
270,Music,Music,4,1610.6,Beethoven,ADQ041,75.0,Man,Amateur musician,7.0,5.0,2.0,5.33333333333333,3.0,110,0.3100000000000005,193.46517626827165,0.027336409407222262,0.029999999999999805,2.92,-3.4399999999999977,0.26000000000000023,0.044999999999999596,2
271,Music,Music,4,1610.6,Beethoven,ADQ042,73.0,Man,Nonmusician,7.0,1.0,4.8,4.83333333333333,6.0,50,0.379999999999999,153.55086372360844,0.058808140898156565,0.02000000000000135,4.239999999999999,-18.78,0.43000000000000016,0.17999999999999994,0
272,Music,Music,4,1610.6,Beethoven,ADQ043,46.0,Woman,Amateur musician,6.0,2.0,2.7,3.66666666666667,5.0,111,0.29000000000000004,192.90780141843956,0.11805816560204739,0.040000000000000036,0.46,-1.3200000000000003,0.2799999999999998,0.04000000000000009,2
273,Music,Music,4,1610.6,Beethoven,ADQ044,,Woman,Music-loving nonmusician,7.0,1.0,3.7,5.16666666666667,5.0,111,0.31999999999999673,191.2832929782083,0.04997889850085389,0.050000000000000044,1.12,-3.219999999999999,0.27999999999999936,0.05999999999999961,1
274,Music,Music,4,1610.6,Beethoven,ADQ045,50.0,Woman,Serious amateur musician,6.0,3.0,2.0,3.16666666666667,2.0,100,0.29499999999999815,203.0567685589519,0.021399970840706314,0.035000000000000475,2.2600000000000002,-8.020000000000003,0.2799999999999998,0.03500000000000014,3
275,Music,Music,4,1610.6,Beethoven,ADQ046,79.0,Woman,Amateur musician,7.0,2.0,2.1,4.4,3.0,110,0.3200000000000003,171.5558856294096,0.10139778397316436,0.06999999999999851,0.74,-2.8599999999999994,0.2799999999999998,8.881784197001252e-16,2
276,Music,Music,4,1610.6,Beethoven,ADQ047,,Woman,Nonmusician,7.0,4.0,4.8,5.83333333333333,6.0,123,0.28000000000000114,184.94795836669317,0.17282858488667383,0.07000000000000028,1.3199999999999998,-1.0600000000000023,0.28,0.05999999999999961,0
277,Music,Music,4,1610.6,Beethoven,ADQ048,68.0,Woman,Music-loving nonmusician,7.0,3.0,2.6,3.66666666666667,3.0,65,0.4599999999999995,128.38801711840225,0.08412796279652689,0.0600000000000005,4.699999999999999,-7.380000000000003,0.6600000000000001,0.17500000000000027,1
278,Music,Music,4,1610.6,Beethoven,ADQ049,,Woman,Music-loving nonmusician,7.0,1.0,3.8,3.83333333333333,5.0,77,0.39999999999999947,142.48608534322844,0.167029293006413,0.27750000000000163,2.18,-2.3400000000000034,0.2400000000000002,0.08999999999999986,1
279,Music,Music,4,1610.6,Beethoven,ADQ050,72.0,Woman,Music-loving nonmusician,6.0,2.0,4.2,4.83333333333333,5.0,53,0.45999999999999996,136.923779096303,0.10518574435885548,0.1274999999999995,2.02,-0.1600000000000037,0.45999999999999996,0.1599999999999998,1
280,Music,Music,4,1610.6,Beethoven,ADQ051,,Man,Music-loving nonmusician,7.0,4.0,3.5,4.0,4.0,122,0.3200000000000003,191.3875598086124,0.018765710717534325,0.022499999999999964,1.1,-2.539999999999999,0.2999999999999998,0.03999999999999948,1
281,Music,Music,4,1610.6,Beethoven,ADQ052,22.0,Man,Professional musician,7.0,6.0,4.1,3.5,6.0,79,0.31999999999999673,176.89015691868758,0.15423314677543115,0.030000000000001525,0.22000000000000003,-0.6000000000000014,0.3000000000000007,0.040000000000000036,5
282,Music,Music,4,1610.6,Beethoven,ADQ053,67.0,Man,Music-loving nonmusician,7.0,4.0,2.6,2.83333333333333,4.0,111,0.35499999999999954,169.18844566712522,0.02965626625646953,0.04000000000000098,0.92,-0.6199999999999974,0.37999999999999945,0.050000000000000266,1
283,Music,Music,4,1610.6,Beethoven,ADQ054,49.0,Man,Music-loving nonmusician,6.0,1.0,2.4,3.5,4.0,116,0.3200000000000003,185.64061880206265,0.007811677862169474,0.00999999999999801,1.56,-2.960000000000001,0.31999999999999984,0.020000000000000018,1
284,Music,Music,4,1610.6,Beethoven,ADQ055,72.0,Woman,Music-loving nonmusician,7.0,2.0,6.0,4.8,6.0,72,0.3000000000000007,204.01854714064905,0.027476686254467197,0.002500000000001501,0.24000000000000002,-20.78,0.28,0.05999999999999961,1
285,Music,Music,4,1610.6,Beethoven,ADQ056,58.0,Woman,Music-loving nonmusician,1.0,2.0,2.5,3.16666666666667,2.0,77,0.35999999999999943,161.12881201638618,0.10915567786661501,0.019999999999999685,3.7800000000000002,-3.480000000000004,0.3400000000000005,0.019999999999999796,1
286,Music,Music,4,1610.6,Beethoven,ADQ057,73.0,Woman,Music-loving nonmusician,7.0,1.0,4.3,4.33333333333333,6.0,76,0.45999999999999996,127.4738067520371,0.10180767225950116,0.03999999999999915,1.1400000000000001,-2.8599999999999994,0.48,0.04999999999999999,1
287,Music,Music,4,1610.6,Beethoven,ADQ059,76.0,Woman,Music-loving nonmusician,7.0,3.0,0.6,1.33333333333333,1.0,70,0.29999999999999893,165.86921850079747,0.12630062415578844,0.1500000000000008,1.2799999999999998,-1.3599999999999994,0.27999999999999936,0.020000000000000462,1
288,Music,Music,4,1610.6,Beethoven,ADQ060,67.0,Man,Music-loving nonmusician,3.0,5.0,3.2,5.66666666666667,3.0,102,0.31999999999999984,163.06775874906918,0.10599998564084771,0.129999999999999,0.92,-5.859999999999999,0.2999999999999998,0.04000000000000015,1
289,Music,Music,4,1610.6,Beethoven,ADQ061,83.0,Man,Amateur musician,7.0,3.0,3.8,3.66666666666667,6.0,113,0.33000000000000007,182.24299065420567,0.016730812291101425,0.019999999999999574,0.38,-3.9200000000000017,0.31999999999999984,0.0699999999999999,2
290,Music,Music,4,1610.6,Beethoven,ADQ062,64.0,Woman,Music-loving nonmusician,6.0,3.0,3.5,4.33333333333333,5.0,97,0.33999999999999986,182.7956989247312,0.052969751336291906,0.0849999999999993,0.6000000000000001,-1.2000000000000028,0.2599999999999998,0.14000000000000035,1
291,Music,Music,4,1610.6,Beethoven,ADQ063,57.0,Woman,Music-loving nonmusician,6.0,3.0,2.0,2.83333333333333,3.0,106,0.29999999999999893,202.41691842900312,0.03449644217655408,0.04000000000000026,0.8200000000000001,-9.020000000000003,0.26000000000000023,0.07999999999999963,1
292,Music,Music,4,1610.6,Beethoven,ADQ064,80.0,Man,Music-loving nonmusician,7.0,1.0,5.3,4.66666666666667,6.0,53,0.395,142.08826695371363,0.09039612145321482,0.08000000000000096,1.2999999999999998,-2.3800000000000026,0.4399999999999995,0.09999999999999987,1
293,Music,Music,4,1610.6,Beethoven,ADQ065,,Woman,Music-loving nonmusician,7.0,1.0,2.4,3.83333333333333,2.0,97,0.39000000000000057,159.7444089456868,0.07741150134534631,0.08999999999999897,2.46,-2.539999999999999,0.30000000000000004,0.13,1
294,Music,Music,4,1610.6,Beethoven,ADQ066,,Woman,Music-loving nonmusician,7.0,6.0,3.0,5.5,4.0,110,0.30999999999999983,196.90576652601962,0.030442220327497434,0.019999999999999574,1.04,-4.899999999999999,0.2799999999999996,0.04999999999999982,1
295,Music,Music,4,1610.6,Beethoven,ADR067,45.0,Woman,Music-loving nonmusician,6.0,3.0,4.22222222222222,4.5,5.0,113,0.3200000000000003,179.60088691796003,0.041345428337900524,0.019999999999999796,1.2600000000000002,-1.6000000000000014,0.31999999999999995,0.05999999999999972,1
296,Music,Music,4,1610.6,Beethoven,ADR068,37.0,Man,Amateur musician,4.0,6.0,1.8,4.16666666666667,4.0,129,0.2699999999999996,215.35393818544378,0.077264964921896,0.020000000000000073,1.1400000000000001,-5.060000000000002,0.26000000000000045,0.020000000000000462,2
297,Music,Music,4,1610.6,Beethoven,ADR069,65.0,Woman,Music-loving nonmusician,6.0,4.0,3.11111111111111,2.16666666666667,4.0,110,0.35999999999999943,166.6095303393899,0.017499559077337475,0.029999999999997584,0.14,-2.1000000000000014,0.3600000000000003,0.04999999999999949,1
298,Music,Music,4,1610.6,Beethoven,ADR070,75.0,Woman,Nonmusician,6.0,3.0,1.5,4.33333333333333,1.0,63,0.4800000000000004,112.62798634812296,0.08822254124211462,0.120000000000001,2.8000000000000003,-3.200000000000003,0.45999999999999996,0.010000000000000009,0
299,Music,Music,4,1610.6,Beethoven,ADR071,,Man,Professional musician,7.0,2.0,1.4,2.83333333333333,2.0,74,0.35999999999999943,167.7681748856126,0.065939468211485,0.06500000000000128,0.22000000000000003,-8.18,0.32000000000000006,0.07999999999999963,5
300,Music,Music,4,1610.6,Beethoven,AEQ077,24.0,Woman,Professional musician,5.0,2.0,4.1,4.5,6.0,97,0.31999999999999895,186.09022556390985,0.07302392876649526,0.019999999999999574,0.0,-7.560000000000002,0.30000000000000004,0.060000000000000386,5
301,Music,Music,4,1610.6,Beethoven,AEQ078,42.0,Woman,Professional musician,6.0,4.0,4.6,5.0,5.0,112,0.28000000000000114,208.84289746001872,0.03691149345068165,0.017500000000001403,0.52,-5.539999999999999,0.28000000000000025,0.10000000000000053,5
302,Music,Music,4,1610.6,Beethoven,AEQ079,71.0,Man,Music-loving nonmusician,7.0,3.0,5.2,5.0,6.0,92,0.29000000000000004,207.69230769230768,0.018900600636025403,0.02000000000000135,0.0,-15.760000000000002,0.28000000000000025,0.07999999999999935,1
303,Music,Music,4,1610.6,Beethoven,AEQ080,59.0,Woman,Amateur musician,1.0,4.0,2.8,4.16666666666667,4.0,105,0.30000000000000027,198.5815602836881,0.027656949077910227,0.040000000000000036,0.86,-0.3999999999999986,0.26000000000000023,0.020000000000000462,2
304,Music,Music,4,1610.6,Beethoven,AEQ081,46.0,Man,Music-loving nonmusician,6.0,4.0,2.8,5.5,5.0,111,0.28,215.58872305140932,0.011397536845908579,3.552713678800501e-15,1.8399999999999999,-0.240000000000002,0.28000000000000025,0.030000000000000027,1
305,Music,Music,4,1610.6,Beethoven,AEQ082,41.0,Woman,Music-loving nonmusician,7.0,4.0,2.1,5.16666666666667,4.0,100,0.3200000000000003,164.0624999999999,0.13710856196450763,0.019999999999999574,1.3599999999999999,-4.5,0.3200000000000003,8.881784197001252e-16,1
306,Music,Music,4,1610.6,Beethoven,AEQ083,58.0,Man,Amateur musician,1.0,4.0,2.6,3.5,5.0,95,0.3200000000000003,185.27315914489304,0.0244113387903748,0.019999999999999574,0.30000000000000004,-10.240000000000002,0.2999999999999998,0.06000000000000005,2
307,Music,Music,4,1610.6,Beethoven,AEQ084,43.0,Woman,Music-loving nonmusician,1.0,3.0,1.8,4.66666666666667,4.0,70,0.3200000000000003,190.3553299492384,0.016192716931777082,0.020000000000000462,1.1,-9.940000000000001,0.2999999999999998,0.020000000000000018,1
308,Music,Music,4,1610.6,Beethoven,AEQ085,,Man,Amateur musician,4.0,6.0,1.4,4.5,3.0,48,0.34500000000000064,168.09338521400778,0.07444343756722525,0.0800000000000003,2.54,-10.0,0.3800000000000008,0.19999999999999973,2
309,Music,Music,4,1610.6,Beethoven,AEQ087,,Woman,Music-loving nonmusician,7.0,3.0,3.9,5.83333333333333,6.0,110,0.28000000000000114,208.75065893516066,0.009815310812211663,0.01999999999999691,1.0,-9.100000000000001,0.28000000000000014,0.025000000000000466,1
310,Music,Music,4,1610.6,Beethoven,AEQ088,,Man,Semiprofessional musician,6.0,2.0,2.9,4.66666666666667,3.0,130,0.3200000000000003,194.1520467836257,0.05081325105241184,0.08000000000000007,0.9,-0.7800000000000011,0.2599999999999998,0.025000000000000355,4
311,Music,Music,4,1610.6,Beethoven,AEQ089,23.0,Woman,Amateur musician,1.0,4.0,3.3,3.83333333333333,4.0,74,0.5,123.98921832884098,0.07356904302810785,0.08000000000000007,0.2,-7.380000000000003,0.40000000000000036,0.07999999999999996,2
312,Music,Music,4,1610.6,Beethoven,AER090,70.0,Woman,Nonmusician,5.0,3.0,3.0,5.33333333333333,4.0,120,0.28000000000000114,188.06354658651776,0.1454892548873325,0.0600000000000005,0.9400000000000001,-2.8999999999999986,0.2599999999999998,0.015000000000000013,0
364,Music,Music,6,3282.6,Schnittke,ADQ003,46.0,Man,Music-loving nonmusician,7.0,2.0,1.3,2.83333333333333,0.0,128,0.2599999999999998,214.3878037160553,0.14076521888182042,0.039999999999995595,1.48,-1.5600000000000023,0.2400000000000002,0.0349999999999997,1
365,Music,Music,6,3282.6,Schnittke,ADQ004,57.0,Man,Music-loving nonmusician,7.0,4.0,1.1,4.33333333333333,2.0,160,0.3200000000000003,165.62282533054983,0.14620299896521807,0.049999999999998934,0.7799999999999999,-0.9399999999999977,0.2999999999999998,0.05999999999999983,1
366,Music,Music,6,3282.6,Schnittke,ADQ005,47.0,Man,Serious amateur musician,7.0,4.0,2.8,2.66666666666667,4.0,164,0.3299999999999983,177.86864298492202,0.03477524753440931,0.020000000000003126,2.26,-1.3200000000000003,0.3000000000000005,0.03500000000000014,3
367,Music,Music,6,3282.6,Schnittke,ADQ006,58.0,Man,Music-loving nonmusician,1.0,4.0,2.3,2.83333333333333,3.0,155,0.3600000000000012,165.19032798659327,0.024081288728371546,0.02999999999999914,2.98,-1.2800000000000011,0.33999999999999964,0.0349999999999997,1
368,Music,Music,6,3282.6,Schnittke,ADQ007,54.0,Man,Music-loving nonmusician,6.0,1.0,1.6,4.33333333333333,3.0,120,0.35999999999999943,163.29830234438154,0.0812484272505819,0.0500000000000016,1.78,-1.7999999999999972,0.3799999999999999,0.02499999999999991,1
369,Music,Music,6,3282.6,Schnittke,ADQ008,37.0,Woman,Nonmusician,1.0,5.0,2.8,5.5,4.0,172,0.29999999999999893,195.2169076751947,0.047947405855416944,0.03999999999999915,1.22,-1.519999999999996,0.28000000000000025,0.040000000000000036,0
370,Music,Music,6,3282.6,Schnittke,ADQ009,55.0,Woman,Serious amateur musician,1.0,3.0,1.7,2.66666666666667,2.0,83,0.3399999999999963,177.20350715274583,0.08781053173809476,0.03249999999999931,0.88,-9.759999999999998,0.33999999999999986,0.020000000000000018,3
371,Music,Music,6,3282.6,Schnittke,ADQ010,19.0,Woman,Serious amateur musician,6.0,2.0,2.2,4.66666666666667,3.0,129,0.3200000000000003,178.988326848249,0.07130615405634179,0.010000000000000231,2.02,-4.019999999999996,0.2999999999999998,0.019999999999999796,3
372,Music,Music,6,3282.6,Schnittke,ADQ011,56.0,Man,Serious amateur musician,5.0,1.0,1.5,4.0,2.0,158,0.29999999999999716,199.56071540633803,0.05735883488098269,0.019999999999999574,3.3,-1.6599999999999966,0.28000000000000025,0.039999999999999813,3
373,Music,Music,6,3282.6,Schnittke,ADQ012,35.0,Man,Semiprofessional musician,6.0,3.0,1.8,3.66666666666667,4.0,133,0.3600000000000003,167.31087796797357,0.022362008092757894,0.039999999999995595,3.28,-1.4600000000000009,0.3700000000000001,0.02499999999999969,4
374,Music,Music,6,3282.6,Schnittke,ADQ013,68.0,Man,Nonmusician,3.0,1.0,2.8,5.0,4.0,47,0.28000000000000114,219.06693711967532,0.02245984070389715,0.03000000000000136,6.1,-6.359999999999999,0.30000000000000027,0.07499999999999929,0
375,Music,Music,6,3282.6,Schnittke,ADQ014,,Woman,Amateur musician,7.0,1.0,3.8,4.66666666666667,5.0,125,0.3200000000000003,172.13114754098382,0.10990472064041494,0.019999999999999574,3.64,-2.219999999999999,0.29000000000000004,0.04000000000000081,2
377,Music,Music,6,3282.6,Schnittke,ADQ016,62.0,Woman,Music-loving nonmusician,7.0,4.0,0.7,1.66666666666667,4.0,125,0.33000000000000007,174.5178627884921,0.04486469012986822,0.03999999999999915,4.02,-5.0,0.3700000000000001,0.05000000000000049,1
378,Music,Music,6,3282.6,Schnittke,ADQ018,47.0,Woman,Semiprofessional musician,,2.0,2.1,3.83333333333333,4.0,114,0.29999999999999893,160.43814432989697,0.2402485489361835,0.055000000000002824,0.6599999999999999,0.0,0.26,0.020000000000000462,4
380,Music,Music,6,3282.6,Schnittke,ADQ020,36.0,Man,Music-loving nonmusician,7.0,3.0,2.6,2.66666666666667,4.0,147,0.3200000000000003,176.23062279031782,0.11260205555185615,0.040000000000000036,2.7199999999999998,-2.0799999999999983,0.2599999999999998,0.03000000000000025,1
381,Music,Music,6,3282.6,Schnittke,ADQ022,71.0,Man,Serious amateur musician,7.0,1.0,3.0,5.5,4.0,169,0.3200000000000003,193.09537741369212,0.014943876098947595,0.019999999999999574,5.5,-1.0600000000000023,0.28000000000000025,8.881784197001252e-16,3
382,Music,Music,6,3282.6,Schnittke,ADQ023,21.0,Man,Professional musician,7.0,6.0,1.4,3.5,2.0,134,0.28000000000000114,202.316076294278,0.09188681609326996,0.040000000000002256,2.6,-4.640000000000001,0.2999999999999998,0.020000000000000462,5
